iteration,trn_loss,lr,val_loss,val_acc
1,2.3068320751190186,0.0070015,2.305737099647522,0.1
500,1.8455226421356201,0.006253,1.741349081993103,0.341
1000,1.3168511390686035,0.005503,1.5426330029964448,0.4306
1500,1.2807995080947876,0.004753,1.4034880530834197,0.4856
2000,1.3582720756530762,0.004003,1.3313095653057099,0.5173
2500,1.4101901054382324,0.003253,1.2592725324630738,0.5426
3000,1.1797466278076172,0.002503,1.2313115227222442,0.556
3500,1.3030451536178589,0.0017529999999999994,1.1897713398933412,0.5725
4000,1.2574032545089722,0.0010029999999999996,1.1579323160648345,0.5857
4500,1.0271835327148438,0.001,1.1512867194414138,0.5916
5000,1.120173692703247,0.001,1.1208481669425965,0.5996
5500,1.1658633947372437,0.001,1.1313316065073014,0.598
6000,1.0303394794464111,0.001,1.0943329101800918,0.6124
6500,1.1335058212280273,0.001,1.0864201718568802,0.6163
7000,1.1425772905349731,0.001,1.1019526296854019,0.6139
7500,1.238189935684204,0.001,1.105303453207016,0.6112
8000,1.2152143716812134,0.001,1.066099419593811,0.6215
8500,0.9749917387962341,0.001,1.0517398589849472,0.6299
9000,1.1790443658828735,0.001,1.0545223528146743,0.6269
9500,1.1043736934661865,0.001,1.0503594851493836,0.6256
10000,1.143110990524292,0.001,1.0239750176668168,0.639
10500,0.8792135119438171,0.001,1.0088078355789185,0.648
11000,1.0485479831695557,0.001,1.0113154810667038,0.6399
11500,0.866273820400238,0.001,1.0170925486087798,0.6442
12000,0.8161958456039429,0.001,0.988906536102295,0.6523
12500,0.9797695875167847,0.001,0.9886354964971542,0.657
13000,1.0002129077911377,0.001,1.0023733532428742,0.6483
13500,0.9540908932685852,0.001,0.9771251887083053,0.656
14000,0.8527113199234009,0.001,0.9637405216693878,0.6625
14500,1.0548275709152222,0.001,0.9554636341333389,0.6635
15000,0.9006648063659668,0.001,0.9555346924066543,0.6651
15500,0.9238243699073792,0.001,0.9363914477825165,0.674
16000,1.0540516376495361,0.001,0.9636849492788315,0.6604
16500,0.8394187092781067,0.001,0.919663570523262,0.6757
17000,0.8439044952392578,0.001,0.943631819486618,0.6688
17500,0.9181161522865295,0.001,0.9125731593370437,0.682
18000,0.8915623426437378,0.001,0.8945517599582672,0.6868
18500,0.906618058681488,0.001,0.8964190852642059,0.6863
19000,0.8301442861557007,0.001,0.8831363964080811,0.6903
19500,0.8974170088768005,0.001,0.8940137386322021,0.6878
20000,0.7633631825447083,0.001,0.8833903366327286,0.6968
20500,0.8700935244560242,0.001,0.8704316663742065,0.6974
21000,0.8967735171318054,0.001,0.8771198016405105,0.6957
21500,0.7825589179992676,0.001,0.868994767665863,0.701
22000,0.8338969349861145,0.001,0.8644749402999878,0.6979
22500,0.7424708008766174,0.001,0.8561323815584183,0.7059
23000,0.6889697909355164,0.001,0.8521180862188339,0.7057
23500,0.6878809928894043,0.001,0.8490299814939499,0.7073
24000,0.7741931676864624,0.001,0.8634336012601852,0.6951
24500,0.7561302185058594,0.001,0.8350180703401565,0.7119
25000,0.7977743744850159,0.001,0.8420771729946136,0.7045
