iteration,trn_loss,lr,val_loss,val_acc
1,2.3025338649749756,0.010000600036002158,2.3049801135063173,0.1
1000,1.4273239374160767,0.009418758600543054,1.4415270185470581,0.4679
2000,1.185754418373108,0.008870236833304157,1.2795116126537323,0.5527
3000,1.2386318445205688,0.008353659416896963,1.070852724313736,0.6213
4000,1.0884885787963867,0.007867166002998024,0.9954032063484192,0.6514
5000,1.0926811695098877,0.007409004584689941,1.0356294906139374,0.6386
6000,0.9878444075584412,0.006977525186965393,0.9106604409217834,0.6841
7000,0.7911739945411682,0.006571173924678291,0.8848406076431274,0.6928
8000,0.8048118352890015,0.006188487406542994,0.8429745346307754,0.7084
9000,0.9580905437469482,0.005828087465028736,0.8314555794000625,0.7106
10000,0.7848391532897949,0.0054886761931700325,0.7912298795580864,0.7284
11000,0.665739119052887,0.00516903127041916,0.794042802453041,0.7282
12000,0.6423781514167786,0.0048680015607077375,0.7737791979312897,0.7279
13000,0.765443742275238,0.0045845029668646845,0.771969947218895,0.73
14000,0.672142744064331,0.004317514526461126,0.7637523370981216,0.7351
15000,0.7370463013648987,0.004066074735022207,0.7574333035945893,0.7391
16000,0.680471658706665,0.003829278083364608,0.748193626999855,0.7369
17000,0.5959904193878174,0.0036062717965897003,0.7293155792355538,0.7454
18000,0.7243965864181519,0.003396252762988486,0.7608207404613495,0.732
19000,0.6819659471511841,0.0031984646417983938,0.7258658093214035,0.755
20000,0.6645382642745972,0.00301219513939611,0.6978068256378174,0.7573
21000,0.5592787265777588,0.0028367734441172112,0.697684135735035,0.7609
22000,0.563826322555542,0.0026715678104646157,0.7058768385648727,0.7602
23000,0.6170722246170044,0.0025159832840058833,0.6880760082602501,0.7598
24000,0.6364080905914307,0.0023694595587660347,0.7390950757265091,0.7397
25000,0.7259010076522827,0.002231468959399733,0.6910815769433976,0.7599
26000,0.7279655933380127,0.0021015145408760315,0.6746059462428093,0.7692
27000,0.5961718559265137,0.001979128298832085,0.6808481132984161,0.7624
28000,0.682207465171814,0.0018638694841507859,0.6794913059473038,0.7667
29000,0.6730140447616577,0.0017553230156926076,0.6758161705732345,0.7686
30000,0.62521892786026,0.0016530979854654493,0.657811204791069,0.7745
31000,0.4798814654350281,0.001556826250849139,0.6773763525485993,0.7665
32000,0.4854101538658142,0.001466161108804789,0.6903781369328499,0.7596
33000,0.4158118963241577,0.0013807760472944353,0.6703510969877243,0.7702
34000,0.6105455160140991,0.0013003635694144506,0.6587590554356575,0.7729
35000,0.4165829122066498,0.0012246340860080948,0.6611569786071777,0.7703
36000,0.6910191178321838,0.001153314872769163,0.6529681980609894,0.7761
37000,0.6768510341644287,0.001086149088080959,0.6504240664839744,0.7776
38000,0.7173095941543579,0.001022894848053538,0.6629945856332778,0.7707
39000,0.561112642288208,0.0009633243554281575,0.6787974753975868,0.7672
40000,0.5520501136779785,0.0009072230792118566,0.6424623411893845,0.7814
41000,0.5603193044662476,0.0008543889820877929,0.6497924962639808,0.7735
42000,0.5322913527488708,0.0008046317928190055,0.6458860725164414,0.7813
43000,0.4710085690021515,0.0007577723210253197,0.6520081260800361,0.7776
44000,0.5951526165008545,0.000713641811865698,0.6429951691627502,0.7822
45000,0.6041960716247559,0.0006720813383020618,0.6430026325583458,0.7752
46000,0.4509423077106476,0.0006329412287559401,0.648264887034893,0.7768
47000,0.5560828447341919,0.0005960805280967736,0.640986149609089,0.7817
48000,0.4847785532474518,0.0005613664900207275,0.6523139196634292,0.7752
49000,0.4887527525424957,0.0005286740989919233,0.6404768925905228,0.781
50000,0.5456550717353821,0.000497885620024455,0.6408727884292602,0.7785
51000,0.4877799153327942,0.0004688901746838235,0.6339324501156807,0.7816
52000,0.6074665188789368,0.00044158334178084446,0.6337904232740402,0.7838
53000,0.47756853699684143,0.0004158667813200082,0.6399670287966728,0.7806
54000,0.5692009329795837,0.0003916478803480211,0.6386617520451545,0.7813
55000,0.307817280292511,0.00036883941942712247,0.6286941912770271,0.7844
56000,0.3370227813720703,0.00034735925853204765,0.6354164364933967,0.781
57000,0.41184067726135254,0.00032713004123946233,0.6331309071183204,0.7785
58000,0.651953935623169,0.0003080789161445632,0.6343722334504127,0.783
59000,0.4961093068122864,0.00029013727450158524,0.6342297449707985,0.7845
60000,0.4438302516937256,0.00027324050314338194,0.6350378292798996,0.7824
61000,0.43805351853370667,0.0002573277517902671,0.6335821709036827,0.7842
62000,0.5375330448150635,0.00024234171391012953,0.6321190622448921,0.7822
63000,0.43529725074768066,0.00022822842034063266,0.6300307801365852,0.7826
64000,0.45412009954452515,0.00021493704493027145,0.6285206013917923,0.7841
65000,0.498794823884964,0.00020241972149834264,0.6273960146307945,0.7836
66000,0.3564693331718445,0.00019063137145464634,0.6273627436161041,0.7852
67000,0.5456384420394897,0.00017952954145812765,0.6305627828836441,0.7833
68000,0.4906127154827118,0.00016907425052981747,0.6305487647652626,0.7841
69000,0.5748770833015442,0.0001592278460694823,0.6294284087419509,0.7813
70000,0.46420612931251526,0.00014995486825745516,0.6259683385491371,0.7862
