iteration,trn_loss,lr,val_loss,val_acc
1,2.3030595779418945,0.010001875,2.3048654341697694,0.1
1000,1.5038750171661377,0.00812875,1.4357616758346559,0.4691
2000,1.192987322807312,0.006253750000000001,1.2990882790088654,0.5285
3000,1.0920021533966064,0.00437875,1.1101505756378174,0.6085
4000,1.042871117591858,0.00250375,1.0167928671836852,0.6435
5000,1.2193443775177002,0.0025,0.9799165564775467,0.6561
6000,0.7001634836196899,0.0025,1.017028393149376,0.6329
7000,0.9674085974693298,0.0025,0.9522396630048752,0.6719
8000,0.9367483258247375,0.0025,0.9292401999235154,0.6698
9000,0.9964048862457275,0.0025,0.894777118563652,0.6899
10000,0.7773156762123108,0.0025,0.9128273582458496,0.6854
11000,0.7332704663276672,0.0025,0.8642808765172958,0.6964
12000,0.7442455887794495,0.0025,0.8226850318908692,0.7173
13000,0.6419281959533691,0.0025,0.8078430014848709,0.7206
14000,0.84163498878479,0.0025,0.8211183059215545,0.7133
15000,0.7394934892654419,0.0025,0.7940004020929337,0.727
16000,0.8612567782402039,0.0025,0.7853628015518188,0.7257
17000,0.7353452444076538,0.0025,0.7811831986904144,0.7289
18000,0.7660653591156006,0.0025,0.7997151774168014,0.7249
19000,0.7475486993789673,0.0025,0.7757452255487443,0.7311
20000,0.6889561414718628,0.0025,0.7976137387752533,0.725
21000,0.6330398917198181,0.0025,0.746616108417511,0.7406
22000,0.7604571580886841,0.0025,0.7530218529701233,0.7393
23000,0.8993743062019348,0.0025,0.7728375148773193,0.7332
24000,0.6472712755203247,0.0025,0.743467852473259,0.7414
25000,0.7019693851470947,0.0025,0.7182951897382737,0.7504
26000,0.6981704235076904,0.0025,0.7276552897691727,0.7472
27000,0.748565673828125,0.0025,0.7128301331400871,0.7511
28000,0.613567054271698,0.0025,0.7126769262552262,0.7516
29000,0.6827806830406189,0.0025,0.7335107526183129,0.7431
30000,0.5868489742279053,0.0025,0.7139616531133651,0.7557
31000,0.6599240899085999,0.0025,0.7715158683061599,0.7352
32000,0.5858882665634155,0.0025,0.7253655722737312,0.7505
33000,0.6859037280082703,0.0025,0.7190553653240204,0.756
34000,0.6606287360191345,0.0025,0.6939747145771981,0.7582
35000,0.6260710954666138,0.0025,0.6870629236102104,0.7612
