iteration,trn_loss,lr,val_loss,val_acc
1,2.302647352218628,0.0010039999999999997,2.302587447166443,0.1
500,2.3032121658325195,0.001996,2.302584662437439,0.1
1000,2.3032350540161133,0.002996,2.302581162452698,0.1
1500,2.303105354309082,0.0039959999999999996,2.3025532507896425,0.1
2000,2.3028616905212402,0.0049960000000000004,2.302384819984436,0.1
2500,2.072484016418457,0.004004000000000001,2.1660577034950257,0.1933
3000,2.0233359336853027,0.003004,1.9211104321479797,0.2572
3500,1.8157069683074951,0.002004,1.7987841522693635,0.3267
4000,1.636245608329773,0.0010040000000000001,1.704968465566635,0.3715
4500,1.7251569032669067,0.001498,1.6602861738204957,0.3852
5000,1.728234052658081,0.0019979999999999998,1.6325544655323028,0.3918
5500,1.6461645364761353,0.0024980000000000002,1.5200679504871368,0.4413
6000,1.387075662612915,0.0029980000000000002,1.4905601859092712,0.4529
6500,1.2945441007614136,0.002502,1.4383099532127381,0.4751
7000,1.3767274618148804,0.0020020000000000003,1.4174907958507539,0.4823
7500,1.2680493593215942,0.001502,1.3679180932044983,0.5052
8000,1.4159539937973022,0.001002,1.3440685319900512,0.5165
8500,1.1953657865524292,0.0012490000000000001,1.3334651029109954,0.5283
9000,1.152777075767517,0.001499,1.328672479391098,0.5225
9500,1.4586390256881714,0.0017490000000000001,1.2980979192256927,0.539
10000,1.1012520790100098,0.001999,1.3065597927570343,0.5315
10500,1.1966434717178345,0.001751,1.2709773367643356,0.5481
11000,1.1819510459899902,0.0015010000000000002,1.2566796779632567,0.5613
11500,1.183544397354126,0.001251,1.2234561884403228,0.5719
12000,1.1430414915084839,0.001001,1.2093653482198716,0.5758
12500,1.325505256652832,0.0011245,1.2316330868005751,0.5627
13000,1.4014085531234741,0.0012495,1.197328662276268,0.5784
13500,0.9547304511070251,0.0013745,1.1712849140167236,0.5906
14000,1.108303427696228,0.0014995,1.1594545650482178,0.5959
14500,1.0303471088409424,0.0013755,1.1489167511463165,0.6007
15000,1.0722746849060059,0.0012505,1.1252419823408126,0.609
15500,1.0208462476730347,0.0011255,1.1222754549980163,0.6111
16000,1.0836453437805176,0.0010005,1.1072123724222183,0.6172
16500,1.0446118116378784,0.00106225,1.1062064170837402,0.6163
17000,1.0045238733291626,0.00112475,1.1105976337194443,0.6171
17500,1.0412824153900146,0.00118725,1.1057655555009842,0.6116
18000,1.0906070470809937,0.00124975,1.1193162441253661,0.6062
18500,1.067665696144104,0.00118775,1.0822973889112473,0.6187
19000,1.0487618446350098,0.00112525,1.076107770204544,0.6229
19500,0.9082134366035461,0.0010627500000000001,1.070305283665657,0.6298
20000,1.1439214944839478,0.00100025,1.0717544144392013,0.6224
20500,1.1162315607070923,0.001031125,1.0524615836143494,0.6342
21000,0.9447725415229797,0.001062375,1.0411092615127564,0.6416
21500,1.0909253358840942,0.001093625,1.0380738592147827,0.6398
22000,0.8935059905052185,0.001124875,1.0272141134738921,0.6441
22500,0.9989340305328369,0.001093875,1.020128059387207,0.6447
23000,0.7934011220932007,0.001062625,1.0178136801719666,0.6453
23500,1.0442535877227783,0.001031375,1.001713816523552,0.6543
24000,1.1079353094100952,0.001000125,0.9991584622859955,0.6511
24500,0.963205873966217,0.0010155625,1.0065842390060424,0.6517
25000,1.0347009897232056,0.0010311875,1.0317808431386948,0.6383
